ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
241,simple,,"Reebok Men's ID Modern Camo Fleece Shorts",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,69.99,99.99,Men,"clothing, fitness, m1, m12, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p09_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p10_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p10_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_2.jpg",,,,,,,,,8,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
242,variable,,"Under Armour Men's Project Rock Iron SOM Muscle Tank",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clothing, fitness, m1, m12, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p09_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p09_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p08_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p07_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p07_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_2.jpg",,,,,,,,,9,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
243,variation,,"Under Armour Men's Project Rock Iron SOM Muscle Tank",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29.99,,,,,,,id:242,,,,,,1,,Size,,,1,,Color,,,1,
244,simple,,"Puma Men's Essentials Cargo Pants",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,69.99,99.99,Men,"clothing, fitness, m1, m12, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p10_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p10_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p01_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p01_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p02_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p02_2.jpg",,,,,,,,,10,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
294,variable,,"Originals Men's Essential Windbreaker Jacket",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clothing, fitness, m1, m13, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p011_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p011_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p01_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p01_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p02_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p02_2.jpg",,,,,,,,,11,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
295,variation,,"Originals Men's Essential Windbreaker Jacket",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,199.99,,,,,,,id:294,,,,,,1,,Size,,,1,,Color,,,1,
296,variable,,"Nike Men's/Women's KD Trey 5 Basketball Shoes",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clothing, fitness, m1, m13, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p012_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p012_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p013_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p013_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_2.jpg",,,,,,,,,13,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
297,variation,,"Nike Men's/Women's KD Trey 5 Basketball Shoes",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:296,,,,,,1,,Size,,,1,,Color,,,1,
298,simple,,"Women's Two WXY V3 Summer Basketball Shoes",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,0,,,0,0,,,,,1,,69.99,99.99,Men,"clothing, fitness, m1, m13, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p013_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p013_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_2.jpg",,,,,,,,,14,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
299,variable,,"Nike Men's Icon Basketball Shorts, Dri-FIT",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clothing, fitness, m1, m13, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p014_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_1.jpg",,,,,,,,,15,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
300,variation,,"Nike Men's Icon Basketball Shorts, Dri-FIT",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29.99,,,,,,,id:299,,,,,,1,,Size,,,1,,Color,,,1,
301,variable,,"Under Armour Men's Armour Compression Tank Top",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,,Men,"clothing, fitness, m1, m13, men, sport, tennis",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p015_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p06_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p03_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p03_2.jpg",,,,,,,,,16,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,Large,Color,"Blue, Gray, Green, Red, Yellow",1,1,Blue
302,variation,,"Under Armour Men's Armour Compression Tank Top",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29.99,,,,,,,id:301,,,,,,1,,Size,,,1,,Color,,,1,
309,simple,,"Jetspeed FT6 Pro Intermediate Hockey Skates",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,999.99,1099.99,Hockey,"clothing, fitness, hockey, m1, m14, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg",,,,,,,,,17,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
310,simple,,"Warrior Alpha LX 40 Grip Junior Hockey Stick",1,0,visible,"Elevate your athletic performance with our cutting-edge sports accessories. From high-performance compression sleeves to ergonomic water bottles and durable sports towels, our collection is designed to enhance your comfort, style, and functionality. Whether you're hitting the gym, the track, or the field, our sports accessories are crafted for peak performance, providing the perfect blend of quality and style to fuel your passion for sports.","[elementor-template id=""186""]",,,taxable,,1,,,0,0,,,,,1,,,119.99,Hockey,"clothing, fitness, hockey, m1, m14, sport, tennis, women",,"https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p17_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p16_2.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p18_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p19_1.jpg, https://natsy.novaworks.net/wp-content/uploads/2023/11/m1_p20_1.jpg",,,,,,,,,20,"{""Size"":{""name"":""Size"",""type"":""button"",""terms"":{""Large"":{""name"":""Large"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Medium"":{""name"":""Medium"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Small"":{""name"":""Small"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}},""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#afafaf"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Size,"Large, Medium, Small",1,1,,Color,"Blue, Gray, Green, Red, Yellow",1,1,
